user_id,device,country,timestamp,group,converted,session_duration,hour_of_day
1804,Tablet,Brasil,2024-06-01 14:08:00,Nível 0,0,0.0,14
967,Tablet,Alemanha,2024-06-01 08:40:00,Nível 1,0,0.0,8
805,Tablet,Austrália,2024-06-01 05:39:00,Nível 1,0,0.0,5
244,Tablet,Austrália,2024-06-01 09:01:00,Nível 0,0,0.0,9
184,Desktop,Alemanha,2024-06-01 21:10:00,Nível 1,0,0.0,21
218,Tablet,França,2024-06-01 09:29:00,Nível 1,0,0.0,9
435,Desktop,França,2024-06-01 08:14:00,Nível 1,0,0.0,8
412,Desktop,Canadá,2024-06-01 08:59:00,Nível 1,1,19.53562749,8
509,Desktop,Alemanha,2024-06-01 11:48:00,Nível 0,1,3.421529301,11
1888,Smartphone,Brasil,2024-06-01 18:29:00,Nível 1,0,0.0,18
126,Smartphone,Reino Unido,2024-06-01 11:45:00,Nível 1,1,24.23059235,11
866,Smartphone,Reino Unido,2024-06-01 04:00:00,Nível 1,0,0.0,4
1758,Smartphone,Austrália,2024-06-01 15:44:00,Nível 0,1,35.61651457,15
685,Tablet,Reino Unido,2024-06-01 23:10:00,Nível 1,0,0.0,23
346,Tablet,Alemanha,2024-06-01 07:14:00,Nível 0,0,0.0,7
1840,Desktop,Canadá,2024-06-01 09:59:00,Nível 0,1,19.615230024,9
146,Desktop,Índia,2024-06-01 13:27:00,Nível 1,0,0.0,13
1530,Desktop,Alemanha,2024-06-01 18:36:00,Nível 0,1,3.964581576,18
18,Smartphone,Alemanha,2024-06-01 10:00:00,Nível 0,1,4.438913016,10
693,Desktop,Alemanha,2024-06-01 16:00:00,Nível 1,0,0.0,16
339,Tablet,Alemanha,2024-06-01 19:41:00,Nível 0,0,0.0,19
1167,Desktop,Brasil,2024-06-01 06:07:00,Nível 0,0,0.0,6
1440,Desktop,Índia,2024-06-01 12:40:00,Nível 0,1,60.28362456,12
1246,Smartphone,Alemanha,2024-06-01 15:55:00,Nível 1,0,0.0,15
821,Tablet,EUA,2024-06-01 21:32:00,Nível 0,0,0.0,21
1161,Desktop,Índia,2024-06-01 04:14:00,Nível 1,0,0.0,4
802,Tablet,Índia,2024-06-01 14:56:00,Nível 0,0,0.0,14
823,Smartphone,Canadá,2024-06-01 09:47:00,Nível 0,1,64.44639398000001,9
1027,Tablet,Brasil,2024-06-01 05:33:00,Nível 1,0,0.0,5
900,Tablet,Alemanha,2024-06-01 12:10:00,Nível 0,0,0.0,12
710,Desktop,França,2024-06-01 01:18:00,Nível 0,0,0.0,1
952,Tablet,Brasil,2024-06-01 23:42:00,Nível 0,1,4.122557142,23
1820,Desktop,França,2024-06-01 18:12:00,Nível 1,0,0.0,18
432,Tablet,Alemanha,2024-06-01 20:40:00,Nível 0,0,0.0,20
1616,Desktop,Índia,2024-06-01 09:13:00,Nível 0,0,0.0,9
476,Tablet,Austrália,2024-06-01 00:26:00,Nível 0,0,0.0,0
815,Tablet,Índia,2024-06-01 11:19:00,Nível 0,0,0.0,11
1959,Smartphone,EUA,2024-06-01 13:57:00,Nível 1,0,0.0,13
285,Tablet,Reino Unido,2024-06-01 21:50:00,Nível 1,1,17.57991438,21
445,Smartphone,Índia,2024-06-01 20:56:00,Nível 0,0,0.0,20
709,Smartphone,Austrália,2024-06-01 19:06:00,Nível 0,0,0.0,19
1336,Desktop,Canadá,2024-06-01 11:33:00,Nível 0,0,0.0,11
365,Smartphone,Alemanha,2024-06-01 08:18:00,Nível 0,1,4.235695631,8
1459,Smartphone,Alemanha,2024-06-01 23:54:00,Nível 0,0,0.0,23
1106,Smartphone,França,2024-06-01 14:27:00,Nível 0,1,18.665772545,14
1052,Tablet,Brasil,2024-06-01 00:55:00,Nível 0,0,0.0,0
1556,Desktop,EUA,2024-06-01 00:02:00,Nível 0,0,0.0,0
1373,Desktop,Índia,2024-06-01 21:36:00,Nível 1,0,0.0,21
920,Smartphone,França,2024-06-01 09:41:00,Nível 0,0,0.0,9
1528,Smartphone,Reino Unido,2024-06-01 12:18:00,Nível 1,0,0.0,12
1987,Smartphone,Austrália,2024-06-01 10:07:00,Nível 1,0,0.0,10
471,Desktop,Índia,2024-06-01 03:02:00,Nível 0,0,0.0,3
640,Desktop,Reino Unido,2024-06-01 10:20:00,Nível 0,1,54.27566622,10
919,Smartphone,Alemanha,2024-06-01 05:47:00,Nível 0,0,0.0,5
831,Tablet,Brasil,2024-06-01 22:20:00,Nível 1,0,0.0,22
360,Smartphone,França,2024-06-01 16:26:00,Nível 1,1,25.53387259,16
87,Smartphone,Brasil,2024-06-01 05:04:00,Nível 0,0,0.0,5
761,Smartphone,Canadá,2024-06-01 02:13:00,Nível 0,1,19.222838954,2
1036,Desktop,EUA,2024-06-01 09:32:00,Nível 0,1,2.857111378,9
644,Smartphone,França,2024-06-01 14:17:00,Nível 0,1,4.570125276,14
1050,Tablet,Canadá,2024-06-01 09:59:00,Nível 1,0,0.0,9
398,Desktop,Brasil,2024-06-01 08:22:00,Nível 1,0,0.0,8
486,Tablet,França,2024-06-01 10:52:00,Nível 0,1,4.876145955,10
38,Smartphone,Alemanha,2024-06-01 02:18:00,Nível 0,1,19.416589716,2
1849,Smartphone,Reino Unido,2024-06-01 19:46:00,Nível 1,0,0.0,19
1228,Tablet,Brasil,2024-06-01 00:05:00,Nível 0,0,0.0,0
1254,Tablet,Canadá,2024-06-01 10:17:00,Nível 0,1,19.329071518,10
1403,Desktop,Alemanha,2024-06-01 06:59:00,Nível 0,0,0.0,6
37,Tablet,França,2024-06-01 14:07:00,Nível 0,1,35.92045232,14
435,Smartphone,Reino Unido,2024-06-01 21:50:00,Nível 0,1,4.052639312,21
10,Desktop,Índia,2024-06-01 06:55:00,Nível 0,0,0.0,6
918,Tablet,EUA,2024-06-01 05:26:00,Nível 1,0,0.0,5
111,Tablet,Alemanha,2024-06-01 08:32:00,Nível 1,0,0.0,8
69,Desktop,Reino Unido,2024-06-01 08:47:00,Nível 1,1,21.1756765,8
1302,Desktop,Reino Unido,2024-06-01 20:59:00,Nível 1,0,0.0,20
1992,Desktop,EUA,2024-06-01 14:30:00,Nível 0,0,0.0,14
1244,Tablet,Alemanha,2024-06-01 21:02:00,Nível 1,0,0.0,21
1092,Smartphone,Reino Unido,2024-06-01 11:13:00,Nível 0,1,48.87500056,11
1839,Tablet,Austrália,2024-06-01 02:05:00,Nível 1,0,0.0,2
685,Smartphone,Brasil,2024-06-01 04:39:00,Nível 0,1,55.50861604,4
780,Desktop,Austrália,2024-06-01 19:33:00,Nível 1,0,0.0,19
1649,Tablet,Brasil,2024-06-01 15:35:00,Nível 0,1,4.843774028,15
986,Desktop,Brasil,2024-06-01 15:56:00,Nível 0,1,4.536810972,15
729,Smartphone,Canadá,2024-06-01 10:19:00,Nível 1,0,0.0,10
657,Tablet,França,2024-06-01 14:29:00,Nível 0,0,0.0,14
764,Desktop,França,2024-06-01 21:00:00,Nível 0,0,0.0,21
1793,Desktop,Austrália,2024-06-01 15:43:00,Nível 1,0,0.0,15
1630,Smartphone,Índia,2024-06-01 22:52:00,Nível 0,0,0.0,22
1864,Tablet,Alemanha,2024-06-01 14:35:00,Nível 0,0,0.0,14
407,Smartphone,Índia,2024-06-01 16:25:00,Nível 1,0,0.0,16
265,Tablet,Reino Unido,2024-06-01 02:04:00,Nível 1,0,0.0,2
1283,Smartphone,Austrália,2024-06-01 06:23:00,Nível 1,0,0.0,6
1216,Tablet,EUA,2024-06-01 19:32:00,Nível 1,0,0.0,19
136,Smartphone,Reino Unido,2024-06-01 11:45:00,Nível 1,1,24.23059235,11
127,Desktop,Alemanha,2024-06-01 14:50:00,Nível 0,1,18.893203379,14
205,Desktop,Brasil,2024-06-01 02:08:00,Nível 0,0,0.0,2
1257,Tablet,Austrália,2024-06-01 09:15:00,Nível 0,1,46.96871606,9
1628,Smartphone,Índia,2024-06-01 23:26:00,Nível 0,0,0.0,23
1018,Tablet,EUA,2024-06-01 10:28:00,Nível 0,1,19.001530058,10
1168,Smartphone,Índia,2024-06-01 11:04:00,Nível 0,1,48.36100663,11
682,Desktop,Alemanha,2024-06-01 16:23:00,Nível 0,0,0.0,16
973,Tablet,Reino Unido,2024-06-01 06:22:00,Nível 0,0,0.0,6
944,Tablet,Alemanha,2024-06-01 10:52:00,Nível 0,1,3.770561577,10
337,Tablet,França,2024-06-01 00:45:00,Nível 0,1,34.82019036,0
145,Desktop,França,2024-06-01 16:48:00,Nível 0,0,0.0,16
1417,Tablet,Austrália,2024-06-01 15:19:00,Nível 1,0,0.0,15
998,Smartphone,Alemanha,2024-06-01 04:50:00,Nível 1,0,0.0,4
1572,Smartphone,Alemanha,2024-06-01 04:42:00,Nível 1,0,0.0,4
1266,Tablet,Canadá,2024-06-01 10:55:00,Nível 0,0,0.0,10
335,Smartphone,Reino Unido,2024-06-01 08:54:00,Nível 0,0,0.0,8
1768,Smartphone,Austrália,2024-06-01 15:44:00,Nível 0,1,35.61651457,15
505,Desktop,EUA,2024-06-01 19:29:00,Nível 0,1,35.57014633,19
1136,Tablet,França,2024-06-01 13:00:00,Nível 0,0,0.0,13
1119,Tablet,Austrália,2024-06-01 19:30:00,Nível 1,0,0.0,19
794,Desktop,França,2024-06-01 08:32:00,Nível 0,1,3.80859126,8
1281,Desktop,Alemanha,2024-06-01 21:32:00,Nível 1,0,0.0,21
957,Tablet,Austrália,2024-06-01 10:10:00,Nível 1,0,0.0,10
486,Smartphone,França,2024-06-01 08:41:00,Nível 0,1,50.79614055,8
370,Smartphone,França,2024-06-01 16:26:00,Nível 1,1,25.53387259,16
1820,Tablet,Austrália,2024-06-01 15:05:00,Nível 0,0,0.0,15
861,Tablet,Canadá,2024-06-01 11:41:00,Nível 0,0,0.0,11
1827,Desktop,França,2024-06-01 08:40:00,Nível 1,0,0.0,8
8,Smartphone,Alemanha,2024-06-01 10:00:00,Nível 0,1,4.438913016,10
1313,Tablet,EUA,2024-06-01 22:12:00,Nível 1,0,0.0,22
1603,Smartphone,EUA,2024-06-01 16:28:00,Nível 0,1,4.107084471,16
18,Tablet,Reino Unido,2024-06-01 03:29:00,Nível 0,0,0.0,3
151,Smartphone,Reino Unido,2024-06-01 11:47:00,Nível 0,1,18.562900365,11
1342,Smartphone,Reino Unido,2024-06-01 07:04:00,Nível 0,1,4.367053168,7
1885,Tablet,Alemanha,2024-06-01 15:35:00,Nível 0,0,0.0,15
1992,Smartphone,França,2024-06-01 08:14:00,Nível 0,0,0.0,8
1844,Desktop,Austrália,2024-06-01 03:11:00,Nível 0,0,0.0,3
1177,Desktop,Alemanha,2024-06-01 17:25:00,Nível 0,0,0.0,17
1728,Tablet,Austrália,2024-06-01 01:48:00,Nível 0,0,0.0,1
217,Smartphone,França,2024-06-01 18:07:00,Nível 1,0,0.0,18
284,Tablet,França,2024-06-01 10:13:00,Nível 0,0,0.0,10
390,Tablet,Alemanha,2024-06-01 19:54:00,Nível 0,1,47.78037226,19
1073,Tablet,EUA,2024-06-01 18:58:00,Nível 0,1,4.200000003,18
854,Tablet,EUA,2024-06-01 14:11:00,Nível 0,0,0.0,14
1599,Desktop,Reino Unido,2024-06-01 20:30:00,Nível 0,0,0.0,20
1007,Smartphone,Alemanha,2024-06-01 15:21:00,Nível 0,0,0.0,15
1654,Desktop,EUA,2024-06-01 19:47:00,Nível 0,0,0.0,19
137,Tablet,Índia,2024-06-01 22:30:00,Nível 1,0,0.0,22
1004,Smartphone,Austrália,2024-06-01 08:49:00,Nível 1,0,0.0,8
697,Desktop,Canadá,2024-06-01 12:53:00,Nível 1,0,0.0,12
1102,Smartphone,Canadá,2024-06-01 07:06:00,Nível 0,0,0.0,7
47,Desktop,Alemanha,2024-06-01 16:48:00,Nível 0,0,0.0,16
854,Desktop,Brasil,2024-06-01 11:02:00,Nível 1,0,0.0,11
607,Desktop,Brasil,2024-06-01 05:07:00,Nível 0,0,0.0,5
27,Tablet,França,2024-06-01 14:07:00,Nível 0,1,35.92045232,14
408,Smartphone,EUA,2024-06-01 20:18:00,Nível 0,0,0.0,20
321,Desktop,Alemanha,2024-06-01 02:41:00,Nível 0,0,0.0,2
723,Tablet,Índia,2024-06-01 12:14:00,Nível 0,0,0.0,12
665,Tablet,Alemanha,2024-06-01 21:12:00,Nível 1,0,0.0,21
128,Desktop,EUA,2024-06-01 04:06:00,Nível 0,1,3.671951382,4
326,Smartphone,EUA,2024-06-01 06:03:00,Nível 0,1,0.390638634,6
1043,Tablet,França,2024-06-01 14:30:00,Nível 1,1,27.57706908,14
55,Smartphone,Índia,2024-06-01 14:33:00,Nível 0,0,0.0,14
804,Desktop,França,2024-06-01 08:32:00,Nível 0,1,3.80859126,8
1751,Smartphone,Austrália,2024-06-01 14:47:00,Nível 0,0,0.0,14
460,Smartphone,Índia,2024-06-01 01:11:00,Nível 0,0,0.0,1
1625,Smartphone,França,2024-06-01 12:40:00,Nível 0,0,0.0,12
1800,Tablet,Índia,2024-06-01 08:25:00,Nível 1,1,0.020220313,8
1971,Desktop,EUA,2024-06-01 14:09:00,Nível 1,1,1.710893951,14
1831,Smartphone,Alemanha,2024-06-01 18:32:00,Nível 0,1,54.71301268,18
1734,Smartphone,Austrália,2024-06-01 22:30:00,Nível 1,0,0.0,22
1907,Desktop,Brasil,2024-06-01 18:55:00,Nível 1,0,0.0,18
338,Smartphone,Índia,2024-06-01 20:03:00,Nível 1,1,1.404062648,20
1130,Desktop,Brasil,2024-06-01 00:55:00,Nível 0,1,4.00593134,0
1314,Tablet,Austrália,2024-06-01 11:57:00,Nível 0,1,3.86378655,11
1921,Smartphone,Austrália,2024-06-01 02:51:00,Nível 1,0,0.0,2
1306,Smartphone,Índia,2024-06-01 15:19:00,Nível 0,0,0.0,15
1224,Tablet,Índia,2024-06-01 20:30:00,Nível 0,1,46.42410015,20
590,Desktop,Austrália,2024-06-01 23:18:00,Nível 1,0,0.0,23
1709,Desktop,Austrália,2024-06-01 07:27:00,Nível 0,0,0.0,7
131,Smartphone,Canadá,2024-06-01 22:01:00,Nível 0,0,0.0,22
285,Smartphone,EUA,2024-06-01 22:33:00,Nível 1,0,0.0,22
41,Tablet,França,2024-06-01 23:53:00,Nível 1,0,0.0,23
1410,Tablet,Alemanha,2024-06-01 12:28:00,Nível 0,1,18.424159445,12
4,Smartphone,Índia,2024-06-01 00:32:00,Nível 0,0,0.0,0
1932,Smartphone,França,2024-06-01 13:19:00,Nível 0,0,0.0,13
934,Desktop,França,2024-06-01 01:55:00,Nível 0,0,0.0,1
1484,Desktop,Índia,2024-06-01 20:00:00,Nível 0,1,35.80911759,20
1418,Smartphone,Brasil,2024-06-01 06:20:00,Nível 0,0,0.0,6
1681,Smartphone,Reino Unido,2024-06-01 18:06:00,Nível 0,0,0.0,18
59,Desktop,Reino Unido,2024-06-01 09:21:00,Nível 1,0,0.0,9
1131,Tablet,Brasil,2024-06-01 15:22:00,Nível 1,0,0.0,15
1444,Desktop,Austrália,2024-06-01 00:12:00,Nível 1,0,0.0,0
1684,Tablet,Alemanha,2024-06-01 08:10:00,Nível 0,1,4.956344067,8
1140,Desktop,Alemanha,2024-06-01 20:51:00,Nível 0,0,0.0,20
1546,Smartphone,Alemanha,2024-06-01 14:50:00,Nível 0,0,0.0,14
1461,Desktop,Brasil,2024-06-01 13:27:00,Nível 0,1,2.932100076,13
958,Smartphone,EUA,2024-06-01 07:59:00,Nível 0,0,0.0,7
497,Smartphone,Alemanha,2024-06-01 22:02:00,Nível 1,0,0.0,22
687,Smartphone,Austrália,2024-06-01 09:28:00,Nível 0,1,20.104927833,9
598,Desktop,França,2024-06-01 21:52:00,Nível 0,0,0.0,21
778,Desktop,EUA,2024-06-01 13:08:00,Nível 1,0,0.0,13
17,Tablet,Brasil,2024-06-01 11:08:00,Nível 0,1,43.31798934,11
1036,Desktop,EUA,2024-06-01 09:32:00,Nível 0,1,17.857111378,9
1647,Smartphone,Brasil,2024-06-01 12:57:00,Nível 0,1,3.514864337,12
1485,Smartphone,Alemanha,2024-06-01 13:44:00,Nível 0,1,19.017135907,13
1254,Desktop,Reino Unido,2024-06-01 11:07:00,Nível 0,1,3.544191349,11
666,Desktop,Alemanha,2024-06-01 08:57:00,Nível 0,0,0.0,8
834,Smartphone,Reino Unido,2024-06-01 11:09:00,Nível 1,0,0.0,11
775,Smartphone,EUA,2024-06-01 20:23:00,Nível 1,0,0.0,20
636,Desktop,EUA,2024-06-01 09:08:00,Nível 0,0,0.0,9
218,Desktop,Alemanha,2024-06-01 11:38:00,Nível 0,1,19.36224553,11
350,Tablet,Índia,2024-06-01 04:27:00,Nível 0,0,0.0,4
1094,Desktop,Alemanha,2024-06-01 11:59:00,Nível 1,0,0.0,11
90,Tablet,EUA,2024-06-01 01:42:00,Nível 1,1,15.62092588,1
1168,Tablet,França,2024-06-01 15:39:00,Nível 0,1,19.285570621,15
1393,Desktop,Austrália,2024-06-01 17:33:00,Nível 1,1,30.27096921,17
1349,Smartphone,França,2024-06-01 22:40:00,Nível 0,0,0.0,22
836,Desktop,Reino Unido,2024-06-01 00:47:00,Nível 0,0,0.0,0
774,Desktop,Brasil,2024-06-01 03:11:00,Nível 1,0,0.0,3
348,Desktop,Alemanha,2024-06-01 03:43:00,Nível 1,0,0.0,3
1301,Desktop,França,2024-06-01 06:29:00,Nível 0,0,0.0,6
1268,Desktop,Austrália,2024-06-01 23:43:00,Nível 1,0,0.0,23
149,Desktop,Canadá,2024-06-01 19:15:00,Nível 1,1,17.56661839,19
1979,Tablet,Índia,2024-06-01 10:09:00,Nível 0,1,19.173156355,10
1255,Tablet,Canadá,2024-06-01 17:52:00,Nível 1,1,3.060815654,17
1977,Tablet,Reino Unido,2024-06-01 21:09:00,Nível 0,0,0.0,21
511,Smartphone,Índia,2024-06-01 22:25:00,Nível 0,0,0.0,22
1788,Desktop,Canadá,2024-06-01 06:22:00,Nível 1,0,0.0,6
566,Tablet,Alemanha,2024-06-01 17:51:00,Nível 1,0,0.0,17
61,Tablet,Alemanha,2024-06-01 20:23:00,Nível 0,0,0.0,20
1803,Smartphone,França,2024-06-01 17:38:00,Nível 0,1,19.240031809,17
1344,Tablet,Austrália,2024-06-01 04:51:00,Nível 1,0,0.0,4
22,Desktop,França,2024-06-01 01:16:00,Nível 0,0,0.0,1
1020,Desktop,Alemanha,2024-06-01 20:56:00,Nível 1,0,0.0,20
1297,Smartphone,Reino Unido,2024-06-01 04:03:00,Nível 0,0,0.0,4
715,Tablet,EUA,2024-06-01 12:49:00,Nível 0,0,0.0,12
168,Desktop,Canadá,2024-06-01 09:56:00,Nível 0,1,17.992968363,9
1444,Desktop,EUA,2024-06-01 08:13:00,Nível 1,0,0.0,8
1438,Smartphone,EUA,2024-06-01 13:47:00,Nível 0,0,0.0,13
1662,Tablet,França,2024-06-01 14:04:00,Nível 0,0,0.0,14
1800,Smartphone,Alemanha,2024-06-01 01:51:00,Nível 1,0,0.0,1
806,Smartphone,Alemanha,2024-06-01 19:03:00,Nível 1,0,0.0,19
201,Tablet,EUA,2024-06-01 12:21:00,Nível 1,0,0.0,12
656,Desktop,Índia,2024-06-01 02:42:00,Nível 0,1,33.29937552,2
1649,Desktop,EUA,2024-06-01 21:49:00,Nível 1,0,0.0,21
560,Desktop,Canadá,2024-06-01 06:24:00,Nível 0,1,33.0038587,6
1571,Tablet,Reino Unido,2024-06-01 13:49:00,Nível 1,0,0.0,13
940,Desktop,Brasil,2024-06-01 06:54:00,Nível 1,0,0.0,6
22,Smartphone,Brasil,2024-06-01 12:37:00,Nível 1,1,0.197937017,12
162,Tablet,Brasil,2024-06-01 14:29:00,Nível 0,0,0.0,14
